ID,Tower company,Structure Type,Radio frequency ,Birds affected,Death Rate(in %),State,Total Towers(Present),Total Towers(before 5 years)
21887,Idea,LTower, 774.00 ,Kite,60,Meghalaya,444,173
21888,Jio,GTower, 474.00 ,Bulbul,37,Mizoram,587,285
21889,Jio,LTower, 650.00 ,Sparrow,20,Nagaland,140,117
21890,Airtel,MTower, 583.00 ,Spotted Dove,79,Odisha,451,294
21891,BSNL,LTower, 561.00 ,Bulbul,45,Punjab,104,64
21892,Vodafone,GTower, 825.00 ,Kite,53,Rajasthan,866,140
21893,Idea,GTower, 486.00 ,Sparrow,66,Sikkim,416,263
21894,BSNL,MTower, 754.00 ,Spotted Dove,45,Tamil Nadu,183,226
21895,Jio,LTower, 716.00 ,Kite,60,Telangana,845,93
21896,Airtel,MTower, 756.00 ,Bulbul,60,Tripura,343,200
21897,Vodafone,GTower, 454.00 ,Sparrow,77,Uttarakhand,166,214
21898,BSNL,LTower, 542.00 ,Bulbul,69,Uttar Pradesh,680,188
21899,Idea,MTower, 583.00 ,Kite,45,West Bengal,385,276
21900,Jio,GTower, 864.00 ,Spotted Dove,39,Andhra Pradesh,562,128
21901,Jio,LTower, 534.00 ,Sparrow,64,Arunachal Pradesh,444,272
21902,Airtel,GTower, 493.00 ,Sparrow,26,Assam,523,147
21903,BSNL,LTower, 434.00 ,Bulbul,73,Bihar,487,178
21904,Vodafone,MTower, 615.00 ,Kite,68,Chhattisgarh,528,293
21905,Idea,LTower, 899.00 ,Bulbul,54,Goa,704,166
21906,BSNL,GTower, 738.00 ,Sparrow,75,Gujarat,658,292
21907,Jio,GTower, 611.00 ,Spotted Dove,49,Haryana,857,220
21908,Airtel,MTower, 554.00 ,Kite,58,Himachal Pradesh,606,222
21909,Vodafone,LTower, 438.00 ,Bulbul,57,Jharkhand,584,228
21910,BSNL,MTower, 355.00 ,Sparrow,38,Karnataka,506,116
21911,Idea,GTower, 551.00 ,Spotted Dove,50,Kerala,155,286
21912,Jio,LTower, 778.00 ,Bulbul,34,Madhya Pradesh,463,80
21913,Jio,MTower, 872.00 ,Kite,30,Maharashtra,404,222
21914,Airtel,GTower, 333.00 ,Sparrow,45,Manipur,345,115
21915,BSNL,LTower, 764.00 ,Spotted Dove,53,Meghalaya,707,205
21916,Vodafone,GTower, 360.00 ,Kite,75,Mizoram,385,175
21917,Idea,LTower, 575.00 ,Bulbul,62,Nagaland,203,265
21918,BSNL,MTower, 612.00 ,Sparrow,72,Odisha,438,106
21919,Jio,LTower, 781.00 ,Bulbul,40,Punjab,615,275
21920,Airtel,GTower, 630.00 ,Kite,59,Rajasthan,462,247
21921,Vodafone,GTower, 688.00 ,Spotted Dove,76,Sikkim,610,212
21922,BSNL,MTower, 385.00 ,Sparrow,22,Tamil Nadu,563,167
21923,Idea,LTower, 384.00 ,Sparrow,28,Telangana,220,215
21924,Jio,MTower, 832.00 ,Bulbul,45,Tripura,743,82
21925,Jio,GTower, 615.00 ,Kite,51,Uttarakhand,860,103
21926,Airtel,LTower, 543.00 ,Bulbul,57,Uttar Pradesh,433,96
21927,BSNL,MTower, 683.00 ,Sparrow,76,West Bengal,624,159
21928,Vodafone,GTower, 763.00 ,Spotted Dove,72,Andhra Pradesh,491,207
21929,Idea,LTower, 819.00 ,Kite,59,Arunachal Pradesh,248,273
21930,BSNL,GTower, 483.00 ,Bulbul,78,Assam,117,277
21931,Jio,LTower, 668.00 ,Sparrow,66,Bihar,488,280
21932,Airtel,MTower, 830.00 ,Spotted Dove,48,Chhattisgarh,785,269
21933,Vodafone,LTower, 403.00 ,Bulbul,22,Goa,673,115
21934,BSNL,GTower, 784.00 ,Kite,29,Gujarat,409,50
21935,Idea,GTower, 412.00 ,Sparrow,45,Haryana,363,234
21936,Jio,MTower, 335.00 ,Spotted Dove,72,Andhra Pradesh,119,89
21937,Jio,LTower, 876.00 ,Kite,23,Arunachal Pradesh,683,239
21938,Airtel,MTower, 363.00 ,Bulbul,53,Assam,307,174
21939,BSNL,GTower, 475.00 ,Sparrow,26,Bihar,547,128
21940,Vodafone,LTower, 497.00 ,Bulbul,32,Chhattisgarh,819,86
21941,Idea,MTower, 312.00 ,Kite,62,Goa,421,90
21942,BSNL,GTower, 593.00 ,Spotted Dove,53,Gujarat,569,110
21943,Jio,LTower, 755.00 ,Sparrow,56,Haryana,172,254
21944,Airtel,GTower, 558.00 ,Sparrow,49,Himachal Pradesh,153,126
21945,Vodafone,LTower, 569.00 ,Bulbul,53,Jharkhand,726,124
21946,BSNL,MTower, 515.00 ,Kite,54,Karnataka,818,118
21947,Idea,LTower, 418.00 ,Bulbul,72,Kerala,805,112
21948,Jio,GTower, 459.00 ,Sparrow,34,Madhya Pradesh,654,140
21949,Jio,GTower, 613.00 ,Spotted Dove,20,Maharashtra,122,205
21950,Airtel,MTower, 559.00 ,Kite,43,Manipur,228,143
21951,BSNL,LTower, 494.00 ,Bulbul,48,Meghalaya,794,186
21952,Vodafone,MTower, 774.00 ,Sparrow,44,Mizoram,856,153
21953,Idea,GTower, 687.00 ,Spotted Dove,39,Nagaland,873,76
21954,BSNL,LTower, 596.00 ,Bulbul,42,Odisha,478,279
21955,Jio,MTower, 749.00 ,Kite,41,Punjab,319,112
21956,Airtel,GTower, 886.00 ,Sparrow,75,Rajasthan,133,141
21957,Vodafone,LTower, 568.00 ,Spotted Dove,68,Sikkim,736,291
21958,BSNL,GTower, 586.00 ,Kite,33,Tamil Nadu,269,143
21959,Idea,LTower, 365.00 ,Bulbul,65,Telangana,539,202
21960,Jio,MTower, 572.00 ,Sparrow,67,Tripura,733,68
21961,Jio,LTower, 581.00 ,Bulbul,75,Uttarakhand,876,132
21962,Airtel,GTower, 869.00 ,Kite,52,Uttar Pradesh,299,63
21963,BSNL,GTower, 579.00 ,Spotted Dove,45,West Bengal,878,62
21964,Vodafone,MTower, 517.00 ,Sparrow,55,Andhra Pradesh,413,242
21965,Idea,LTower, 663.00 ,Sparrow,40,Arunachal Pradesh,266,154
21966,BSNL,MTower, 803.00 ,Bulbul,47,Assam,295,95
21967,Jio,GTower, 530.00 ,Kite,20,Bihar,569,63
21968,Airtel,LTower, 791.00 ,Bulbul,36,Chhattisgarh,849,191
21969,Vodafone,MTower, 494.00 ,Sparrow,50,Goa,274,251
21970,BSNL,GTower, 723.00 ,Spotted Dove,30,Gujarat,739,139
21971,Idea,LTower, 591.00 ,Kite,58,Haryana,408,209
21972,Jio,GTower, 409.00 ,Bulbul,53,Himachal Pradesh,614,248
21973,Jio,LTower, 751.00 ,Sparrow,44,Jharkhand,252,186
21974,Airtel,MTower, 779.00 ,Spotted Dove,58,Karnataka,339,159
21975,BSNL,LTower, 594.00 ,Bulbul,77,Kerala,619,91
21976,Vodafone,GTower, 653.00 ,Kite,64,Madhya Pradesh,425,59
21977,Idea,GTower, 827.00 ,Sparrow,28,Maharashtra,487,283
21978,BSNL,MTower, 367.00 ,Spotted Dove,43,Manipur,657,190
21979,Jio,LTower, 535.00 ,Kite,42,Meghalaya,205,93
21980,Airtel,MTower, 844.00 ,Bulbul,64,Mizoram,221,299
21981,Vodafone,GTower, 438.00 ,Sparrow,75,Nagaland,852,265
21982,BSNL,LTower, 635.00 ,Bulbul,30,Odisha,120,154
21983,Idea,MTower, 461.00 ,Kite,40,Punjab,321,276
21984,Jio,GTower, 460.00 ,Spotted Dove,31,Rajasthan,642,226
21985,Jio,LTower, 449.00 ,Sparrow,20,Sikkim,134,142
21986,Airtel,GTower, 821.00 ,Sparrow,29,Tamil Nadu,358,282
21987,BSNL,LTower, 533.00 ,Bulbul,62,Telangana,317,264
21988,Vodafone,MTower, 630.00 ,Kite,72,Tripura,502,209
21989,Idea,LTower, 619.00 ,Bulbul,70,Uttarakhand,449,206
21990,BSNL,GTower, 363.00 ,Sparrow,42,Uttar Pradesh,324,227
21991,Jio,GTower, 852.00 ,Spotted Dove,80,West Bengal,887,271
21992,Airtel,MTower, 576.00 ,Kite,39,Andhra Pradesh,894,258
21993,Vodafone,LTower, 525.00 ,Bulbul,66,Arunachal Pradesh,326,148
21994,BSNL,MTower, 589.00 ,Sparrow,70,Assam,132,289
21995,Idea,GTower, 438.00 ,Spotted Dove,35,Bihar,393,190
21996,Jio,LTower, 554.00 ,Bulbul,75,Chhattisgarh,787,268
21997,Jio,MTower, 899.00 ,Kite,39,Goa,808,155
21998,Airtel,GTower, 530.00 ,Sparrow,63,Gujarat,502,110
21999,BSNL,LTower, 716.00 ,Spotted Dove,69,Haryana,188,180
22000,Vodafone,GTower, 474.00 ,Kite,66,Andhra Pradesh,723,217
22001,Idea,LTower, 527.00 ,Bulbul,58,Arunachal Pradesh,193,89
22002,BSNL,MTower, 628.00 ,Sparrow,78,Assam,315,59
22003,Jio,LTower, 875.00 ,Bulbul,41,Bihar,754,73
22004,Airtel,GTower, 882.00 ,Kite,65,Chhattisgarh,734,81
22005,Vodafone,GTower, 547.00 ,Spotted Dove,52,Goa,494,232
22006,BSNL,MTower, 417.00 ,Sparrow,36,Gujarat,693,226
22007,Idea,LTower, 405.00 ,Sparrow,26,Haryana,825,119
22008,Jio,MTower, 892.00 ,Bulbul,20,Himachal Pradesh,101,67
22009,Jio,GTower, 327.00 ,Kite,73,Jharkhand,158,179
22010,Airtel,LTower, 718.00 ,Bulbul,20,Karnataka,453,252
22011,BSNL,MTower, 485.00 ,Sparrow,57,Kerala,711,159
22012,Vodafone,GTower, 460.00 ,Spotted Dove,35,Madhya Pradesh,643,220
22013,Idea,LTower, 655.00 ,Kite,75,Maharashtra,750,195
22014,BSNL,GTower, 552.00 ,Bulbul,57,Manipur,535,250
22015,Jio,LTower, 534.00 ,Sparrow,43,Meghalaya,109,95
22016,Airtel,MTower, 339.00 ,Spotted Dove,31,Mizoram,796,271
22017,Vodafone,LTower, 730.00 ,Bulbul,31,Nagaland,729,173
22018,BSNL,GTower, 664.00 ,Kite,63,Odisha,161,191
22019,Idea,GTower, 430.00 ,Sparrow,37,Punjab,503,275
22020,Jio,MTower, 649.00 ,Spotted Dove,29,Rajasthan,426,110
22021,Jio,LTower, 474.00 ,Kite,63,Sikkim,243,269
22022,Airtel,MTower, 831.00 ,Bulbul,60,Tamil Nadu,527,161
22023,BSNL,GTower, 373.00 ,Sparrow,72,Telangana,881,115
22024,Vodafone,LTower, 600.00 ,Bulbul,80,Tripura,602,186
22025,Idea,MTower, 621.00 ,Kite,23,Uttarakhand,865,298
22026,BSNL,GTower, 884.00 ,Spotted Dove,55,Uttar Pradesh,415,219
22027,Jio,LTower, 427.00 ,Sparrow,34,West Bengal,398,222
22028,Airtel,GTower, 653.00 ,Sparrow,59,Andhra Pradesh,176,266
22029,Vodafone,LTower, 357.00 ,Bulbul,76,Arunachal Pradesh,780,107
22030,BSNL,MTower, 711.00 ,Kite,42,Assam,482,117
22031,Idea,LTower, 514.00 ,Bulbul,36,Bihar,812,206
22032,Jio,GTower, 387.00 ,Sparrow,20,Chhattisgarh,618,122
22033,Jio,GTower, 410.00 ,Spotted Dove,58,Goa,282,181
22034,Airtel,MTower, 352.00 ,Kite,53,Gujarat,473,149
22035,BSNL,LTower, 531.00 ,Bulbul,60,Haryana,348,256
22036,Vodafone,MTower, 415.00 ,Sparrow,63,Himachal Pradesh,409,253
22037,Idea,GTower, 840.00 ,Spotted Dove,37,Jharkhand,108,207
22038,BSNL,LTower, 772.00 ,Bulbul,24,Karnataka,302,94
22039,Jio,MTower, 708.00 ,Kite,25,Kerala,663,179
22040,Airtel,GTower, 768.00 ,Sparrow,73,Madhya Pradesh,211,232
22041,Vodafone,LTower, 731.00 ,Spotted Dove,73,Maharashtra,506,142
22042,BSNL,GTower, 575.00 ,Kite,54,Manipur,382,113
22043,Idea,LTower, 381.00 ,Bulbul,65,Meghalaya,314,248
22044,Jio,MTower, 782.00 ,Sparrow,22,Mizoram,449,277
22045,Jio,LTower, 324.00 ,Bulbul,63,Nagaland,341,58
22046,Airtel,GTower, 450.00 ,Kite,77,Odisha,795,236
22047,BSNL,GTower, 462.00 ,Spotted Dove,80,Punjab,595,59
22048,Vodafone,MTower, 884.00 ,Sparrow,48,Rajasthan,486,245
22049,Idea,LTower, 443.00 ,Sparrow,29,Sikkim,214,159
22050,BSNL,MTower, 396.00 ,Bulbul,24,Tamil Nadu,788,241
22051,Jio,GTower, 717.00 ,Kite,52,Telangana,531,291
22052,Airtel,LTower, 893.00 ,Bulbul,62,Tripura,599,72
22053,Vodafone,MTower, 638.00 ,Sparrow,20,Uttarakhand,672,174
22054,BSNL,GTower, 683.00 ,Spotted Dove,50,Uttar Pradesh,745,168
22055,Idea,LTower, 815.00 ,Kite,47,West Bengal,169,222
22056,Jio,GTower, 603.00 ,Bulbul,46,Andhra Pradesh,479,212
22057,Jio,LTower, 575.00 ,Sparrow,51,Arunachal Pradesh,819,277
22058,Airtel,MTower, 364.00 ,Spotted Dove,46,Assam,106,68
22059,BSNL,LTower, 402.00 ,Bulbul,44,Bihar,679,179
22060,Vodafone,GTower, 794.00 ,Kite,45,Chhattisgarh,359,244
22061,Idea,GTower, 364.00 ,Sparrow,68,Goa,651,175
22062,BSNL,MTower, 528.00 ,Spotted Dove,27,Gujarat,333,77
22063,Jio,LTower, 620.00 ,Kite,69,Haryana,199,56
22064,Airtel,MTower, 787.00 ,Bulbul,29,Andhra Pradesh,116,172
22065,Vodafone,GTower, 310.00 ,Sparrow,34,Arunachal Pradesh,589,181
22066,BSNL,LTower, 724.00 ,Bulbul,50,Assam,761,254
22067,Idea,MTower, 583.00 ,Kite,47,Bihar,270,272
22068,Jio,GTower, 737.00 ,Spotted Dove,66,Chhattisgarh,312,199
22069,Jio,LTower, 625.00 ,Sparrow,60,Goa,426,151
22070,Airtel,GTower, 859.00 ,Sparrow,52,Gujarat,614,183
22071,BSNL,LTower, 757.00 ,Bulbul,38,Haryana,280,283
22072,Vodafone,MTower, 477.00 ,Kite,75,Himachal Pradesh,121,148
22073,Idea,LTower, 429.00 ,Bulbul,76,Jharkhand,355,211
22074,BSNL,GTower, 781.00 ,Sparrow,67,Karnataka,286,90
22075,Jio,GTower, 356.00 ,Spotted Dove,44,Kerala,810,88
22076,Airtel,MTower, 831.00 ,Kite,40,Madhya Pradesh,185,213
22077,Vodafone,LTower, 671.00 ,Bulbul,48,Maharashtra,153,298
22078,BSNL,MTower, 754.00 ,Sparrow,42,Manipur,670,217
22079,Idea,GTower, 740.00 ,Spotted Dove,77,Meghalaya,209,217
22080,Jio,LTower, 304.00 ,Bulbul,43,Mizoram,671,224
22081,Jio,MTower, 554.00 ,Kite,58,Nagaland,146,173
22082,Airtel,GTower, 641.00 ,Sparrow,65,Odisha,281,142
22083,BSNL,LTower, 442.00 ,Spotted Dove,25,Punjab,266,110
22084,Vodafone,GTower, 833.00 ,Kite,34,Rajasthan,400,181
22085,Idea,LTower, 712.00 ,Bulbul,29,Sikkim,633,77
22086,BSNL,MTower, 631.00 ,Sparrow,44,Tamil Nadu,690,208
22087,Jio,LTower, 417.00 ,Bulbul,35,Telangana,107,90
22088,Airtel,GTower, 661.00 ,Kite,60,Tripura,738,211
22089,Vodafone,GTower, 350.00 ,Spotted Dove,34,Uttarakhand,661,164
22090,BSNL,MTower, 340.00 ,Sparrow,78,Uttar Pradesh,269,146
22091,Idea,LTower, 659.00 ,Sparrow,69,West Bengal,339,253
22092,Jio,MTower, 461.00 ,Bulbul,46,Andhra Pradesh,623,124
22093,Jio,GTower, 799.00 ,Kite,48,Arunachal Pradesh,840,152
22094,Airtel,LTower, 356.00 ,Bulbul,69,Assam,648,93
22095,BSNL,MTower, 789.00 ,Sparrow,29,Bihar,626,289
22096,Vodafone,GTower, 871.00 ,Spotted Dove,23,Chhattisgarh,770,276
22097,Idea,LTower, 882.00 ,Kite,79,Goa,758,263
22098,BSNL,GTower, 331.00 ,Bulbul,60,Gujarat,305,182
22099,Jio,LTower, 581.00 ,Sparrow,27,Haryana,636,268
22100,Airtel,MTower, 425.00 ,Spotted Dove,57,Himachal Pradesh,265,103
22101,Vodafone,LTower, 783.00 ,Bulbul,54,Jharkhand,771,237
22102,BSNL,GTower, 310.00 ,Kite,70,Karnataka,647,82
22103,Idea,GTower, 596.00 ,Sparrow,78,Kerala,870,196
22104,Jio,MTower, 769.00 ,Spotted Dove,55,Madhya Pradesh,388,269
22105,Jio,LTower, 437.00 ,Kite,47,Maharashtra,690,114
22106,Airtel,MTower, 520.00 ,Bulbul,21,Manipur,890,166
22107,BSNL,GTower, 331.00 ,Sparrow,77,Meghalaya,857,254
22108,Vodafone,LTower, 691.00 ,Bulbul,57,Mizoram,234,276
22109,Idea,MTower, 454.00 ,Kite,64,Nagaland,750,157
22110,BSNL,GTower, 800.00 ,Spotted Dove,28,Odisha,232,166
22111,Jio,LTower, 739.00 ,Sparrow,33,Punjab,731,221
22112,Airtel,GTower, 404.00 ,Sparrow,40,Rajasthan,865,112
22113,Vodafone,LTower, 748.00 ,Bulbul,44,Sikkim,294,261
22114,BSNL,MTower, 698.00 ,Kite,63,Tamil Nadu,642,144
22115,Idea,LTower, 359.00 ,Bulbul,28,Telangana,440,97
22116,Jio,GTower, 838.00 ,Sparrow,44,Tripura,263,176
22117,Jio,GTower, 457.00 ,Spotted Dove,52,Uttarakhand,289,145
22118,Airtel,MTower, 314.00 ,Kite,43,Uttar Pradesh,328,214
22119,BSNL,LTower, 647.00 ,Bulbul,43,West Bengal,563,192
22120,Vodafone,MTower, 300.00 ,Sparrow,69,Andhra Pradesh,294,55
22121,Idea,GTower, 473.00 ,Spotted Dove,72,Arunachal Pradesh,286,148
22122,BSNL,LTower, 362.00 ,Bulbul,36,Assam,510,179
22123,Jio,MTower, 564.00 ,Kite,78,Bihar,618,194
22124,Airtel,GTower, 585.00 ,Sparrow,69,Chhattisgarh,862,290
22125,Vodafone,LTower, 784.00 ,Spotted Dove,54,Goa,875,299
22126,BSNL,GTower, 312.00 ,Kite,72,Gujarat,247,152
22127,Idea,LTower, 736.00 ,Bulbul,69,Haryana,274,164
22128,Jio,MTower, 325.00 ,Sparrow,25,Andhra Pradesh,828,294
22129,Jio,LTower, 873.00 ,Bulbul,80,Arunachal Pradesh,630,136
22130,Airtel,GTower, 557.00 ,Kite,24,Assam,813,229
22131,BSNL,GTower, 870.00 ,Spotted Dove,58,Bihar,540,86
22132,Vodafone,MTower, 404.00 ,Sparrow,76,Chhattisgarh,199,238
22133,Idea,LTower, 769.00 ,Sparrow,38,Goa,489,62
22134,BSNL,MTower, 848.00 ,Bulbul,62,Gujarat,136,127
22135,Jio,GTower, 527.00 ,Kite,39,Haryana,134,133
22136,Airtel,LTower, 576.00 ,Bulbul,48,Himachal Pradesh,394,249
22137,Vodafone,MTower, 626.00 ,Sparrow,39,Jharkhand,206,300
22138,BSNL,GTower, 318.00 ,Spotted Dove,62,Karnataka,117,116
22139,Idea,LTower, 892.00 ,Kite,33,Kerala,818,103
22140,Jio,GTower, 634.00 ,Bulbul,63,Madhya Pradesh,394,206
22141,Jio,LTower, 336.00 ,Sparrow,22,Maharashtra,261,240
22142,Airtel,MTower, 502.00 ,Spotted Dove,51,Manipur,570,90
22143,BSNL,LTower, 557.00 ,Bulbul,40,Meghalaya,512,250
22144,Vodafone,GTower, 739.00 ,Kite,75,Mizoram,170,171
22145,Idea,GTower, 840.00 ,Sparrow,39,Nagaland,889,181
22146,BSNL,MTower, 406.00 ,Spotted Dove,31,Odisha,433,153
22147,Jio,LTower, 544.00 ,Kite,29,Punjab,814,277
22148,Airtel,MTower, 797.00 ,Bulbul,25,Rajasthan,486,200
22149,Vodafone,GTower, 456.00 ,Sparrow,58,Sikkim,751,235
22150,BSNL,LTower, 430.00 ,Bulbul,39,Tamil Nadu,222,190
22151,Idea,MTower, 488.00 ,Kite,56,Telangana,833,124
22152,Jio,GTower, 302.00 ,Spotted Dove,21,Tripura,302,62
22153,Jio,LTower, 595.00 ,Sparrow,70,Uttarakhand,783,186
22154,Airtel,GTower, 658.00 ,Sparrow,47,Uttar Pradesh,836,72
22155,BSNL,LTower, 482.00 ,Bulbul,40,West Bengal,601,206
22156,Vodafone,MTower, 805.00 ,Kite,68,Andhra Pradesh,726,196
22157,Idea,LTower, 651.00 ,Bulbul,69,Arunachal Pradesh,340,54
22158,BSNL,GTower, 528.00 ,Sparrow,62,Assam,719,195
22159,Jio,GTower, 371.00 ,Spotted Dove,23,Bihar,306,52
22160,Airtel,MTower, 497.00 ,Kite,28,Chhattisgarh,884,208
22161,Vodafone,LTower, 794.00 ,Bulbul,74,Goa,660,159
22162,BSNL,MTower, 733.00 ,Sparrow,71,Gujarat,734,260
22163,Idea,GTower, 310.00 ,Spotted Dove,68,Haryana,460,207
22164,Jio,LTower, 462.00 ,Bulbul,48,Himachal Pradesh,780,253
22165,Jio,MTower, 489.00 ,Kite,60,Jharkhand,682,61
22166,Airtel,GTower, 608.00 ,Sparrow,30,Karnataka,383,184
22167,BSNL,LTower, 558.00 ,Spotted Dove,73,Kerala,337,74
22168,Vodafone,GTower, 800.00 ,Kite,50,Madhya Pradesh,785,181
22169,Idea,LTower, 760.00 ,Bulbul,80,Maharashtra,703,118
22170,BSNL,MTower, 394.00 ,Sparrow,63,Manipur,896,111
22171,Jio,LTower, 709.00 ,Bulbul,48,Meghalaya,438,186
22172,Airtel,GTower, 500.00 ,Kite,35,Mizoram,720,113
22173,Vodafone,GTower, 322.00 ,Spotted Dove,36,Nagaland,332,131
22174,BSNL,MTower, 624.00 ,Sparrow,41,Odisha,415,80
22175,Idea,LTower, 499.00 ,Sparrow,56,Punjab,660,109
22176,Jio,MTower, 317.00 ,Bulbul,71,Rajasthan,109,252
22177,Jio,GTower, 437.00 ,Kite,33,Sikkim,146,135
22178,Airtel,LTower, 882.00 ,Bulbul,64,Tamil Nadu,844,211
22179,BSNL,MTower, 535.00 ,Sparrow,69,Telangana,617,54
22180,Vodafone,GTower, 404.00 ,Spotted Dove,80,Tripura,168,70
22181,Idea,LTower, 317.00 ,Kite,27,Uttarakhand,195,87
22182,BSNL,GTower, 478.00 ,Bulbul,41,Uttar Pradesh,759,98
22183,Jio,LTower, 393.00 ,Sparrow,42,West Bengal,217,177
22184,Airtel,MTower, 426.00 ,Spotted Dove,51,Andhra Pradesh,886,189
22185,Vodafone,LTower, 325.00 ,Bulbul,24,Arunachal Pradesh,245,146
22186,BSNL,GTower, 669.00 ,Kite,75,Assam,476,223
22187,Idea,GTower, 419.00 ,Sparrow,79,Bihar,373,96
22188,Jio,MTower, 692.00 ,Spotted Dove,22,Chhattisgarh,231,71
22189,Jio,LTower, 876.00 ,Kite,77,Goa,446,219
22190,Airtel,MTower, 625.00 ,Bulbul,45,Gujarat,616,80
22191,BSNL,GTower, 457.00 ,Sparrow,38,Haryana,730,225
22192,Vodafone,LTower, 626.00 ,Bulbul,27,Andhra Pradesh,459,264
22193,Idea,MTower, 789.00 ,Kite,23,Arunachal Pradesh,523,100
22194,BSNL,GTower, 866.00 ,Spotted Dove,47,Assam,807,141
22195,Jio,LTower, 897.00 ,Sparrow,52,Bihar,749,215
22196,Airtel,GTower, 793.00 ,Sparrow,73,Chhattisgarh,420,153
22197,Vodafone,LTower, 382.00 ,Bulbul,69,Goa,405,216
22198,BSNL,MTower, 873.00 ,Kite,25,Gujarat,523,158
22199,Idea,LTower, 727.00 ,Bulbul,55,Haryana,606,257
22200,Jio,GTower, 650.00 ,Sparrow,22,Himachal Pradesh,205,256
22201,Jio,GTower, 752.00 ,Spotted Dove,80,Jharkhand,837,299
22202,Airtel,MTower, 641.00 ,Kite,56,Karnataka,398,221
22203,BSNL,LTower, 421.00 ,Bulbul,55,Kerala,867,135
22204,Vodafone,MTower, 851.00 ,Sparrow,74,Madhya Pradesh,762,68
22205,Idea,GTower, 582.00 ,Spotted Dove,21,Maharashtra,142,239
22206,BSNL,LTower, 730.00 ,Bulbul,33,Manipur,244,216
22207,Jio,MTower, 669.00 ,Kite,33,Meghalaya,803,255
22208,Airtel,GTower, 484.00 ,Sparrow,68,Mizoram,546,69
22209,Vodafone,LTower, 386.00 ,Spotted Dove,31,Nagaland,528,170
22210,BSNL,GTower, 744.00 ,Kite,72,Odisha,874,111
22211,Idea,LTower, 751.00 ,Bulbul,46,Punjab,616,114
22212,Jio,MTower, 863.00 ,Sparrow,69,Rajasthan,701,212
22213,Jio,LTower, 362.00 ,Bulbul,40,Sikkim,315,248
22214,Airtel,GTower, 331.00 ,Kite,22,Tamil Nadu,313,204
22215,BSNL,GTower, 363.00 ,Spotted Dove,49,Telangana,710,124
22216,Vodafone,MTower, 661.00 ,Sparrow,47,Tripura,216,145
22217,Idea,LTower, 550.00 ,Sparrow,67,Uttarakhand,871,109
22218,BSNL,MTower, 664.00 ,Bulbul,56,Uttar Pradesh,261,73
22219,Jio,GTower, 637.00 ,Kite,32,West Bengal,244,103
22220,Airtel,LTower, 846.00 ,Bulbul,20,Andhra Pradesh,854,284
22221,Vodafone,MTower, 574.00 ,Sparrow,50,Arunachal Pradesh,255,164
22222,BSNL,GTower, 684.00 ,Spotted Dove,72,Assam,434,294
22223,Idea,LTower, 705.00 ,Kite,76,Bihar,326,164
22224,Jio,GTower, 303.00 ,Bulbul,58,Chhattisgarh,702,217
22225,Jio,LTower, 759.00 ,Sparrow,23,Goa,400,209
22226,Airtel,MTower, 600.00 ,Spotted Dove,41,Gujarat,197,158
22227,BSNL,LTower, 792.00 ,Bulbul,62,Haryana,719,266
22228,Vodafone,GTower, 483.00 ,Kite,23,Himachal Pradesh,201,176
22229,Idea,GTower, 842.00 ,Sparrow,60,Jharkhand,466,215
22230,BSNL,MTower, 402.00 ,Spotted Dove,39,Karnataka,129,126
22231,Jio,LTower, 576.00 ,Kite,71,Kerala,876,179
22232,Airtel,MTower, 688.00 ,Bulbul,70,Madhya Pradesh,381,193
22233,Vodafone,GTower, 587.00 ,Sparrow,31,Maharashtra,894,261
22234,BSNL,LTower, 634.00 ,Bulbul,52,Manipur,252,65
22235,Idea,MTower, 702.00 ,Kite,31,Meghalaya,640,264
22236,Jio,GTower, 414.00 ,Spotted Dove,71,Mizoram,369,155
22237,Jio,LTower, 339.00 ,Sparrow,77,Nagaland,510,174
22238,Airtel,GTower, 710.00 ,Sparrow,47,Odisha,868,264
22239,BSNL,LTower, 872.00 ,Bulbul,56,Punjab,789,295
22240,Vodafone,MTower, 771.00 ,Kite,78,Rajasthan,303,183
22241,Idea,LTower, 492.00 ,Bulbul,78,Sikkim,144,50
22242,BSNL,GTower, 492.00 ,Sparrow,63,Tamil Nadu,513,228
22243,Jio,GTower, 691.00 ,Spotted Dove,31,Telangana,526,213
22244,Airtel,MTower, 881.00 ,Kite,26,Tripura,418,256
22245,Vodafone,LTower, 469.00 ,Bulbul,40,Uttarakhand,102,263
22246,BSNL,MTower, 616.00 ,Sparrow,27,Uttar Pradesh,540,138
22247,Idea,GTower, 677.00 ,Spotted Dove,74,West Bengal,433,294
22248,Jio,LTower, 325.00 ,Bulbul,56,Andhra Pradesh,517,257
22249,Jio,MTower, 545.00 ,Kite,75,Arunachal Pradesh,116,100
22250,Airtel,GTower, 606.00 ,Sparrow,61,Assam,344,271
22251,BSNL,LTower, 748.00 ,Spotted Dove,77,Bihar,346,221
22252,Vodafone,GTower, 422.00 ,Kite,31,Chhattisgarh,497,274
22253,Idea,LTower, 785.00 ,Bulbul,70,Goa,133,128
22254,BSNL,MTower, 578.00 ,Sparrow,49,Gujarat,220,165
22255,Jio,LTower, 354.00 ,Bulbul,58,Haryana,359,254
22256,Airtel,GTower, 698.00 ,Kite,43,Andhra Pradesh,204,127
22257,Vodafone,GTower, 400.00 ,Spotted Dove,77,Arunachal Pradesh,735,141
22258,BSNL,MTower, 687.00 ,Sparrow,34,Assam,882,112
